Nome da pessoa;Idade da pessoa;Documento CPF;Data de Nascimento;Sexo da pessoa;Signo da Pessoa;Nome da Mãe;Telefone Fixo;Telefone Celular;Altura da Pessoa;Peso da Pessoa;Tipo Sanguíneo da Pessoa
Stella Regina Luiza Pinto;25;341.109.658-61;14/12/1996;Feminino;Sagitário;Olivia Gabriela;(17) 3831-0814;(17) 99752-6502;1,66;76;AB+
Heloise Nair Corte Real;33;260.636.608-52;25/03/1988;Feminino;Áries;Brenda Tereza Sarah;(12) 2974-0046;(12) 99275-1044;1,65;73;O-
Marlene Stefany Caldeira;75;726.564.458-17;11/11/1946;Feminino;Escorpião;Larissa Laura;(11) 3707-4704;(11) 98980-1685;1,56;62;AB+
Lucas Benjamin Nunes;26;524.288.058-94;24/05/1995;Masculino;Gêmeos;Carolina Gabrielly;(11) 2995-4748;(11) 99803-3277;1,79;110;AB+
Jaqueline Malu Mariana da Rosa;33;856.788.658-97;19/04/1988;Feminino;Áries;Gabrielly Tânia;(11) 2806-2713;(11) 98144-0097;1,54;74;A+
Diogo Luís Pires;51;360.782.718-49;10/06/1970;Masculino;Gêmeos;Rayssa Kamilly Flávia;(11) 3934-8843;(11) 99641-1214;1,83;99;AB-
Leonardo Pietro Samuel Vieira;24;804.672.898-59;06/05/1997;Masculino;Touro;Louise Agatha Raquel;(11) 2969-5567;(11) 98926-2299;1,77;53;O+
Carolina Alícia Pereira;77;350.868.518-74;10/06/1944;Feminino;Gêmeos;Malu Agatha;(17) 3933-3154;(17) 99701-5842;1,5;75;AB+
Pedro Henrique Kaique da Mata;79;800.987.258-07;21/07/1942;Masculino;Câncer;Sophia Aline;(11) 2953-3070;(11) 98741-6660;1,84;57;O-
Hugo Lucca da Luz;79;951.563.328-11;24/08/1942;Masculino;Virgem;Márcia Carolina Rebeca;(11) 3620-3991;(11) 98520-0704;1,72;63;B+
Malu Lorena Almeida;22;018.973.168-01;02/11/1999;Feminino;Escorpião;Clara Kamilly;(15) 2764-0088;(15) 98930-6989;1,71;69;A+
Isabelle Carolina Benedita Viana;62;065.345.128-82;15/11/1959;Feminino;Escorpião;Lorena Ester Letícia;(19) 3664-1640;(19) 99921-8875;1,64;59;B-
Isaac Tomás Noah Rezende;64;327.707.628-85;06/01/1957;Masculino;Capricórnio;Andrea Débora;(12) 3913-6025;(12) 99135-9501;1,79;62;O-
Kauê Martin Daniel Cavalcanti;27;445.142.778-94;22/05/1994;Masculino;Gêmeos;Isadora Giovana;(11) 2561-8259;(11) 98718-9347;1,7;96;AB+
Betina Elisa Oliveira;58;686.349.298-92;24/07/1963;Feminino;Leão;Alessandra Carla;(15) 2976-6434;(15) 99868-4268;1,85;53;AB+
Henry Rafael Francisco Nogueira;46;778.589.838-30;20/10/1975;Masculino;Libra;Amanda Julia;(19) 3842-2815;(19) 98306-1817;1,84;81;AB+
Cristiane Nair Figueiredo;33;674.604.048-88;11/02/1988;Feminino;Aquário;Maria Alana;(14) 3632-2924;(14) 98907-2355;1,72;81;B-
Raul Ruan Gustavo Drumond;37;398.689.528-08;03/01/1984;Masculino;Capricórnio;Francisca Heloisa Fátima;(14) 2578-4524;(14) 99190-1309;1,79;83;B+
José Vitor Farias;77;294.181.008-00;02/04/1944;Masculino;Áries;Rita Helena Mariana;(13) 3691-5251;(13) 98418-1993;1,67;85;A+
Cauê Gustavo Manoel Moura;24;276.500.318-10;12/12/1997;Masculino;Sagitário;Natália Giovana;(11) 2818-9437;(11) 98785-1279;1,92;61;AB-
Renato Noah da Cunha;39;974.830.198-24;05/10/1982;Masculino;Libra;Ana Eliane Laís;(11) 3917-2103;(11) 99249-9067;1,82;96;B+
Yuri Enzo Campos;76;889.604.328-06;01/02/1945;Masculino;Aquário;Isabelle Gabrielly;(18) 3957-6477;(18) 99107-5986;1,61;73;B-
Sara Francisca Galvão;66;458.717.588-94;08/06/1955;Feminino;Gêmeos;Isabel Antonella;(11) 2942-8039;(11) 99257-9563;1,56;47;A-
Cauê Marcos Vinicius Edson Caldeira;22;531.561.168-07;26/06/1999;Masculino;Câncer;Sabrina Luiza Flávia;(19) 3957-7679;(19) 98564-2284;1,78;92;B+
Manoel Yago Tiago Duarte;26;765.798.068-00;25/01/1995;Masculino;Aquário;Beatriz Helena Luana;(14) 3618-5584;(14) 99400-0493;1,96;64;AB-
José Giovanni Nicolas Alves;22;301.824.128-22;22/06/1999;Masculino;Câncer;Daiane Malu;(19) 3710-9820;(19) 99512-2684;1,83;78;A+
Luna Eloá Bernardes;76;399.188.438-02;02/04/1945;Feminino;Áries;Lorena Alana;(11) 2692-2681;(11) 99868-9572;1,51;85;AB+
Larissa Raquel Viana;77;103.409.758-06;02/08/1944;Feminino;Leão;Tatiane Elza Rayssa;(15) 3650-2834;(15) 98261-1272;1,73;47;O-
Nathan Benedito Drumond;75;597.255.298-12;10/09/1946;Masculino;Virgem;Lavínia Andreia;(11) 3732-2668;(11) 98764-2466;1,75;102;O+
Manuel Benedito Daniel Rezende;75;695.455.258-51;13/11/1946;Masculino;Escorpião;Camila Mariane;(11) 2594-1915;(11) 98262-6336;1,67;60;B+
Tereza Tatiane Caroline das Neves;43;974.083.738-70;01/08/1978;Feminino;Leão;Isis Lívia Mirella;(11) 3884-4597;(11) 99303-7436;1,8;74;AB+
Nelson Daniel André Figueiredo;25;827.999.778-47;08/10/1996;Masculino;Libra;Regina Juliana;(19) 3857-2651;(19) 98172-1770;1,83;109;O+
Benedita Alessandra Aragão;77;166.343.588-00;13/04/1944;Feminino;Áries;Tânia Sônia Vitória;(11) 3583-1895;(11) 98326-8995;1,78;80;B+
Renata Regina Almada;45;288.690.168-70;19/08/1976;Feminino;Leão;Isadora Eduarda;(16) 2624-2024;(16) 99795-1407;1,67;65;A+
Luan Luiz Nathan Baptista;75;881.480.388-99;20/05/1946;Masculino;Touro;Antônia Luna Cecília;(19) 3719-7364;(19) 98776-6984;1,74;110;O-
Analu Sophia Gomes;62;951.770.868-87;22/05/1959;Feminino;Gêmeos;Vera Allana Alice;(11) 2524-9328;(11) 98508-6724;1,82;82;A-
Ryan Edson dos Santos;33;357.381.288-00;21/05/1988;Masculino;Gêmeos;Luana Nicole;(11) 3978-8074;(11) 98448-9503;1,81;92;B-
Rebeca Lavínia Luiza Silveira;77;196.331.418-26;07/09/1944;Feminino;Virgem;Antônia Manuela Laura;(11) 3698-4012;(11) 98416-8256;1,63;54;O+
Giovanna Patrícia Drumond;52;383.334.788-08;04/02/1969;Feminino;Aquário;Bárbara Daiane;(11) 2596-5507;(11) 98364-1024;1,76;78;B+
Rita Ester Fabiana Figueiredo;59;789.163.938-84;02/09/1962;Feminino;Virgem;Esther Teresinha Sebastiana;(11) 3824-1760;(11) 98129-0758;1,75;65;AB-
Davi André Manuel Fogaça;77;266.371.218-35;14/09/1944;Masculino;Virgem;Jaqueline Maria Hadassa;(13) 2914-0904;(13) 98305-3416;1,92;69;AB-
Martin Caio Roberto Lopes;25;454.239.598-70;04/11/1996;Masculino;Escorpião;Sandra Marcela;(11) 3961-4201;(11) 99760-2067;1,75;81;B+
Renato Nelson de Paula;65;178.870.528-90;12/10/1956;Masculino;Libra;Simone Giovana Emilly;(17) 3741-4291;(17) 99228-2293;1,88;54;A-
Fabiana Tatiane Andreia Santos;59;948.775.818-63;09/02/1962;Feminino;Aquário;Marlene Evelyn Aline;(19) 3687-1142;(19) 99368-8155;1,63;46;A-
Erick Cláudio Thiago Jesus;56;181.711.998-28;11/05/1965;Masculino;Touro;Elisa Luana;(14) 2822-8484;(14) 99840-1451;1,96;97;AB-
Enzo Julio Pinto;68;043.168.758-76;07/05/1953;Masculino;Touro;Emilly Stefany Betina;(11) 3951-9315;(11) 98217-3794;1,91;100;AB+
Enrico Sebastião Bruno da Mota;37;406.507.648-03;03/04/1984;Masculino;Áries;Rita Elaine Mariana;(11) 2583-9269;(11) 98705-4380;1,87;64;AB+
Emanuel Renato Peixoto;58;097.851.558-70;06/01/1963;Masculino;Capricórnio;Allana Isabel Juliana;(14) 3846-8651;(14) 98221-6719;1,61;100;AB+
Renata Isabelly Silva;45;838.109.608-10;18/03/1976;Feminino;Peixes;Rafaela Aline;(11) 3575-9190;(11) 99495-0859;1,74;85;A-
Isaac Yuri da Cunha;33;808.668.028-27;10/09/1988;Masculino;Virgem;Alícia Natália Caroline;(12) 3773-5719;(12) 98762-1432;1,65;73;O+
Priscila Raimunda Raquel dos Santos;62;191.012.808-21;25/02/1959;Feminino;Peixes;Rafaela Luciana;(11) 3707-2220;(11) 99172-9095;1,81;76;A-
Antônia Sebastiana Flávia Brito;42;071.542.248-00;23/05/1979;Feminino;Gêmeos;Jennifer Adriana Liz;(11) 3636-5277;(11) 99984-1008;1,55;83;O-
Olivia Eduarda Jesus;64;024.844.498-01;10/08/1957;Feminino;Leão;Aparecida Tânia Ester;(16) 2736-5393;(16) 98399-1608;1,67;80;O+
Davi Tiago Assunção;56;664.075.428-20;11/10/1965;Masculino;Libra;Vitória Emily Kamilly;(16) 2991-4227;(16) 99346-7895;1,68;95;A+
Luan Sérgio Iago Lima;59;565.407.898-40;04/02/1962;Masculino;Aquário;Mirella Letícia;(18) 2807-9790;(18) 98139-7778;1,76;58;B+
Filipe Isaac Vieira;73;821.186.748-64;25/02/1948;Masculino;Peixes;Sara Betina;(11) 3935-3673;(11) 98800-8341;1,94;99;A-
Beatriz Yasmin Nogueira;77;597.434.078-71;04/09/1944;Feminino;Virgem;Heloise Milena Laura;(15) 2904-3985;(15) 98101-4275;1,71;54;B-
Tomás Diego Pinto;33;895.990.098-27;22/05/1988;Masculino;Gêmeos;Cristiane Sophia;(11) 2586-8978;(11) 99209-6221;1,99;85;B+
Melissa Camila Juliana Santos;44;508.429.488-99;09/12/1977;Feminino;Sagitário;Aparecida Ester;(11) 2930-7968;(11) 98500-8385;1,6;75;AB-
Luiza Lara Fogaça;79;292.722.898-15;03/07/1942;Feminino;Câncer;Marli Carolina;(11) 3960-3272;(11) 98564-3095;1,82;60;A+
Benedito Carlos Eduardo Henry Peixoto;72;197.225.578-90;22/07/1949;Masculino;Leão;Vitória Isabelly Gabriela;(14) 3746-7371;(14) 99737-6621;1,65;78;AB+
Davi Vicente Brito;75;948.625.318-81;04/12/1946;Masculino;Sagitário;Joana Jéssica;(11) 3954-1447;(11) 98859-7928;1,6;71;A-
Caio Benedito Assis;77;143.392.768-39;05/09/1944;Masculino;Virgem;Laís Isabella;(19) 3508-2393;(19) 99540-7757;1,73;107;AB+
Andreia Gabriela Rezende;46;069.346.728-28;08/08/1975;Feminino;Leão;Isadora Débora;(11) 3812-4143;(11) 98496-2123;1,72;53;AB+
Aline Giovana Aparecida Aragão;62;168.613.898-97;09/11/1959;Feminino;Escorpião;Silvana Francisca;(12) 3642-4845;(12) 99301-1188;1,75;62;B-
Flávia Betina da Rosa;39;679.009.588-86;12/05/1982;Feminino;Touro;Sandra Natália Camila;(11) 3941-6241;(11) 98211-3877;1,73;76;A+
Sophie Heloisa Assis;33;649.783.898-87;07/11/1988;Feminino;Escorpião;Esther Sara Gabrielly;(11) 2536-8481;(11) 98202-2803;1,51;67;B+
Samuel Heitor Ribeiro;37;849.958.478-04;24/01/1984;Masculino;Aquário;Clara Josefa;(12) 3533-8465;(12) 99895-3994;1,67;98;B+
Vinicius Bento Hugo Cavalcanti;46;986.948.868-47;16/11/1975;Masculino;Escorpião;Flávia Adriana Marina;(11) 2968-2639;(11) 98948-0683;1,75;68;O-
Priscila Esther Ferreira;24;880.721.818-66;06/05/1997;Feminino;Touro;Cecília Carolina;(11) 3510-5018;(11) 98159-7742;1,66;75;A-
Heloisa Daiane Marlene Martins;68;027.541.458-26;24/06/1953;Feminino;Câncer;Jennifer Evelyn Vanessa;(18) 2571-6940;(18) 98271-4780;1,67;71;O-
Caio Paulo Thales Moura;25;976.636.948-80;04/12/1996;Masculino;Sagitário;Rafaela Hadassa;(15) 2800-3187;(15) 98766-7485;1,87;106;O-
Anthony André Caleb Nunes;75;456.110.368-64;16/10/1946;Masculino;Libra;Sônia Caroline;(17) 3951-0014;(17) 98822-3760;1,85;99;AB+
Isabelly Rosa Jéssica Moreira;79;018.665.328-04;15/06/1942;Feminino;Gêmeos;Bárbara Evelyn Isabela;(15) 3823-7749;(15) 98996-0088;1,6;45;B+
Regina Marli Brenda Ramos;46;393.851.788-30;06/03/1975;Feminino;Peixes;Isadora Luzia Maya;(18) 2866-1821;(18) 98800-2492;1,81;45;AB-
Iago Augusto Costa;65;652.992.048-09;20/12/1956;Masculino;Sagitário;Patrícia Eduarda;(19) 3831-6135;(19) 98543-3476;1,61;68;AB-
Cauê Leonardo dos Santos;27;124.117.698-14;03/08/1994;Masculino;Leão;Lúcia Marli;(19) 3630-3147;(19) 99479-4905;1,65;59;AB+
João Caleb Santos;66;619.126.778-90;09/09/1955;Masculino;Virgem;Heloisa Lorena;(16) 3673-4481;(16) 99232-7058;1,82;90;A+
Geraldo Bernardo Gustavo da Rosa;27;275.084.088-02;17/04/1994;Masculino;Áries;Isabela Giovanna Giovana;(16) 2565-8728;(16) 98767-5993;1,68;90;B-
Anderson Leandro Diego Oliveira;72;189.288.738-00;04/07/1949;Masculino;Câncer;Mariane Ester;(15) 3659-6752;(15) 98266-8085;1,7;96;B-
Bento Anderson Galvão;76;214.802.668-25;24/01/1945;Masculino;Aquário;Isabel Fátima;(11) 3962-5404;(11) 98119-4232;1,82;95;A+
Isabelle Luciana Monteiro;25;631.230.938-08;26/03/1996;Feminino;Áries;Giovana Bruna Andrea;(11) 3930-5231;(11) 98870-1583;1,5;50;AB-
Lavínia Beatriz Laís Gomes;23;553.063.288-22;18/07/1998;Feminino;Câncer;Simone Tatiane Cláudia;(17) 3807-6815;(17) 98255-8407;1,65;85;O-
Carolina Sônia Fabiana Galvão;62;892.531.928-44;07/06/1959;Feminino;Gêmeos;Giovanna Sophia Mariane;(12) 3776-7272;(12) 99370-7887;1,8;76;A-
Sabrina Lara Mariane Teixeira;42;394.664.298-50;09/07/1979;Feminino;Câncer;Cecília Ayla Mariah;(14) 2694-8051;(14) 99904-4906;1,66;54;B+
Elias Paulo Henry Rocha;42;903.737.768-88;03/01/1979;Masculino;Capricórnio;Jéssica Giovana;(11) 3716-2248;(11) 99240-5800;1,6;61;O-
Daniela Maitê Tereza Jesus;25;679.510.028-60;06/06/1996;Feminino;Gêmeos;Giovana Vitória;(16) 2693-1043;(16) 99798-6936;1,73;65;AB+
Sebastião Antonio Barros;26;554.937.118-93;07/08/1995;Masculino;Leão;Priscila Isabela;(11) 3668-0529;(11) 99241-1525;1,98;56;A+
Calebe Edson Porto;24;872.772.128-00;21/02/1997;Masculino;Peixes;Jéssica Lara Emanuelly;(11) 2791-8377;(11) 98192-2865;1,7;51;O+
Marcelo Manuel Rodrigues;46;596.983.108-51;27/03/1975;Masculino;Áries;Rebeca Daiane;(14) 2716-0421;(14) 98492-6980;1,84;54;AB-
Fernando Nathan Osvaldo Barros;69;570.259.688-97;14/09/1952;Masculino;Virgem;Rita Amanda Brenda;(17) 2872-4096;(17) 98457-0187;1,79;76;B+
Kaique Marcos Vinicius Nunes;39;815.029.808-86;10/09/1982;Masculino;Virgem;Analu Stella;(19) 3589-5530;(19) 99318-1131;1,89;50;O-
Melissa Isabelly Elisa Ribeiro;24;976.949.018-02;26/04/1997;Feminino;Touro;Cecília Gabrielly Daiane;(18) 3924-9436;(18) 99394-0801;1,62;50;AB+
Marcelo Mário Cláudio Rocha;25;330.447.658-03;23/01/1996;Masculino;Aquário;Sophia Raquel Eloá;(19) 2675-6242;(19) 99563-1358;1,93;58;B-
Analu Marli Márcia Sales;73;245.458.508-12;24/12/1948;Feminino;Capricórnio;Raimunda Luiza Rebeca;(13) 2755-1563;(13) 99609-6786;1,52;59;O+
Fabiana Luzia Assis;73;500.718.478-04;09/02/1948;Feminino;Aquário;Eliane Aparecida Marcela;(19) 2661-0471;(19) 99534-8359;1,63;50;AB+
Julia Daiane Freitas;72;894.534.148-08;18/08/1949;Feminino;Leão;Raimunda Cristiane Aurora;(16) 2912-1435;(16) 99109-5512;1,65;79;B+
Yasmin Nicole Olivia Fernandes;33;897.398.058-09;17/03/1988;Feminino;Peixes;Márcia Vanessa Nair;(11) 3607-6835;(11) 99745-6535;1,77;66;B-
Emilly Nicole Alessandra Sales;39;827.299.958-70;08/12/1982;Feminino;Sagitário;Eloá Larissa Tânia;(11) 3565-3504;(11) 99696-5251;1,5;86;A-
Luiz Theo Yago Melo;59;135.477.118-43;03/12/1962;Masculino;Sagitário;Gabriela Aurora;(11) 2969-7188;(11) 98616-8526;1,87;99;A-
Isabelle Stefany da Rosa;39;409.944.768-50;14/06/1982;Feminino;Gêmeos;Jennifer Cecília;(14) 2818-6014;(14) 98981-9853;1,52;85;B-
Laís Tatiane Almada;24;049.251.368-60;03/01/1997;Feminino;Capricórnio;Elaine Cristiane;(19) 2890-1211;(19) 99954-4514;1,59;52;A+
Luiz Gabriel Felipe dos Santos;45;070.300.098-51;16/08/1976;Masculino;Leão;Lorena Joana;(14) 2952-9067;(14) 99588-3929;1,85;55;B-
Camila Raimunda Luna de Paula;33;498.566.328-03;06/02/1988;Feminino;Aquário;Tânia Jaqueline Raquel;(16) 2918-9130;(16) 98741-8161;1,82;58;O+
Helena Isadora Clara Figueiredo;44;268.881.408-73;01/09/1977;Feminino;Virgem;Regina Sebastiana;(11) 3907-1765;(11) 99864-7360;1,57;75;AB+
Osvaldo Anderson Gomes;22;117.863.348-95;13/07/1999;Masculino;Câncer;Giovanna Daiane Yasmin;(19) 2623-9240;(19) 99756-9392;1,71;83;B+
Lorenzo Samuel Araújo;75;600.580.758-79;03/09/1946;Masculino;Virgem;Lavínia Sophie Maya;(13) 2615-7045;(13) 98370-5507;1,82;84;AB-
Vera Clarice Sônia Pinto;77;151.920.538-46;27/12/1944;Feminino;Capricórnio;Tereza Nair Valentina;(19) 3930-9694;(19) 99384-0508;1,78;79;B+
Bernardo Leandro Thales Corte Real;56;424.661.448-32;21/03/1965;Masculino;Áries;Lavínia Alice;(16) 2516-9371;(16) 99508-1086;1,78;60;B+
Caroline Tatiane Lopes;33;356.184.768-43;08/04/1988;Feminino;Áries;Heloise Sebastiana Josefa;(15) 2576-7906;(15) 98345-3959;1,73;73;B-
Martin Giovanni Ramos;73;520.640.988-01;24/11/1948;Masculino;Sagitário;Stella Regina;(16) 2636-9352;(16) 98929-5919;1,68;89;B+
Giovana Lorena Renata Figueiredo;64;896.137.418-44;15/03/1957;Feminino;Peixes;Eduarda Isabella Raimunda;(19) 3729-8574;(19) 99603-9627;1,77;56;AB-
Gabriel Carlos Carlos Eduardo da Mata;43;496.846.018-08;02/04/1978;Masculino;Áries;Allana Isabelly;(11) 3577-5917;(11) 98213-0977;1,9;92;B+
Teresinha Sônia Melo;47;712.989.028-27;13/11/1974;Feminino;Escorpião;Elza Jennifer;(19) 2877-7390;(19) 99175-5652;1,71;77;O-
Oliver Bruno Campos;24;268.327.098-46;04/09/1997;Masculino;Virgem;Sophie Daniela Eduarda;(18) 2797-4061;(18) 98923-1364;1,9;60;B-
Manuel Fábio de Paula;39;689.838.838-04;08/01/1982;Masculino;Capricórnio;Márcia Vitória Malu;(11) 3671-3555;(11) 99400-3034;1,79;91;AB-
Aurora Luzia Luiza Souza;33;577.454.798-19;22/06/1988;Feminino;Câncer;Marina Melissa Cristiane;(19) 3941-1465;(19) 98542-1288;1,8;80;AB-
Pedro Henrique Thales Almeida;24;426.394.898-01;15/01/1997;Masculino;Capricórnio;Alessandra Marcela;(17) 3652-6814;(17) 99355-5457;1,94;85;A+
Benedito Oliver Anthony Pires;43;392.402.848-69;03/01/1978;Masculino;Capricórnio;Clarice Stella Natália;(11) 3632-7377;(11) 99754-6508;1,87;60;AB-
Pietro Sebastião Campos;27;891.011.228-00;11/07/1994;Masculino;Câncer;Priscila Hadassa Antonella;(16) 2703-0766;(16) 99709-9991;1,6;78;AB-
Caroline Fernanda Bárbara Pinto;24;428.570.538-94;18/10/1997;Feminino;Libra;Tânia Ester Analu;(11) 3651-5391;(11) 99211-0096;1,61;59;AB+
Silvana Antonella Andrea Gonçalves;47;046.759.608-55;19/06/1974;Feminino;Gêmeos;Regina Sônia Brenda;(16) 3874-8773;(16) 98461-4294;1,74;45;O-
Laura Antônia Lorena Nogueira;72;595.163.248-00;17/09/1949;Feminino;Virgem;Analu Sueli;(11) 2752-1112;(11) 99270-8496;1,62;78;A-
Victor Kaique Alves;65;619.358.378-50;21/05/1956;Masculino;Gêmeos;Isabel Francisca Regina;(14) 3785-5690;(14) 99366-0771;1,79;65;A-
Kaique Davi Thomas Lopes;68;780.654.418-66;01/01/1953;Masculino;Capricórnio;Aurora Jaqueline;(11) 3982-6026;(11) 98224-5992;1,8;99;B+
Nicolas Kevin Carlos de Paula;26;170.272.708-46;27/11/1995;Masculino;Sagitário;Cláudia Regina;(12) 2604-3957;(12) 99777-6505;1,7;97;A+
Elisa Emily Eliane Alves;43;078.925.408-57;27/09/1978;Feminino;Libra;Rosângela Betina Antônia;(11) 2627-4702;(11) 98648-5932;1,78;77;O+
Fernando Caio Gomes;47;612.792.658-09;09/10/1974;Masculino;Libra;Maya Beatriz;(11) 3600-9591;(11) 98317-7284;1,79;90;O+
Benjamin Calebe Osvaldo Brito;47;002.095.518-95;09/04/1974;Masculino;Áries;Ayla Alessandra Andreia;(18) 2602-7681;(18) 98717-7147;1,75;52;AB-
Isabelly Gabrielly Carolina Ferreira;79;606.676.658-97;16/01/1942;Feminino;Capricórnio;Sarah Evelyn;(19) 2953-6331;(19) 99445-2455;1,76;56;AB+
Edson César Danilo da Silva;22;191.666.998-00;01/06/1999;Masculino;Gêmeos;Tânia Benedita;(12) 3911-1151;(12) 98586-0362;1,6;77;O+
Erick Tomás da Luz;76;913.858.728-96;05/09/1945;Masculino;Virgem;Rebeca Ana Heloisa;(19) 3914-3689;(19) 98472-2436;1,95;67;AB+
José Nelson Noah Araújo;79;418.337.448-02;02/11/1942;Masculino;Escorpião;Luana Simone;(19) 2837-1785;(19) 99315-0442;1,65;64;B+
Luna Beatriz Fabiana Barros;33;708.028.018-46;11/11/1988;Feminino;Escorpião;Bárbara Louise Maitê;(12) 3971-0057;(12) 98487-7236;1,72;61;O-
Sabrina Bárbara dos Santos;39;478.925.458-59;16/05/1982;Feminino;Touro;Isabela Alana;(12) 2788-1459;(12) 98544-7298;1,5;86;B-
Theo Roberto Márcio Duarte;46;649.032.738-49;17/08/1975;Masculino;Leão;Flávia Sebastiana;(19) 3656-9130;(19) 98558-8213;1,72;71;AB+
Liz Débora Isadora Castro;65;126.905.368-03;03/04/1956;Feminino;Áries;Beatriz Rita Lívia;(16) 2764-9645;(16) 99587-1059;1,72;48;A-
Gabriela Luiza Bernardes;45;586.850.438-08;24/07/1976;Feminino;Leão;Flávia Isabelle;(15) 2579-3363;(15) 99833-0924;1,82;72;A-
Ayla Vitória Assunção;43;328.965.578-49;11/09/1978;Feminino;Virgem;Eloá Fernanda Sophia;(15) 2574-6727;(15) 99448-5318;1,72;59;O+
Bernardo Iago Anthony Mendes;64;370.977.358-05;26/10/1957;Masculino;Escorpião;Daiane Helena;(11) 2536-7562;(11) 98331-2804;1,66;59;O+
Levi Gustavo Cavalcanti;65;251.013.998-33;21/03/1956;Masculino;Áries;Fernanda Antonella;(19) 3690-5800;(19) 99701-7468;1,76;53;O+
Thiago Fernando da Mata;56;549.690.218-56;19/12/1965;Masculino;Sagitário;Milena Priscila;(11) 2989-6300;(11) 98723-8261;1,82;83;AB-
Marli Sebastiana Julia Caldeira;22;018.988.248-43;26/10/1999;Feminino;Escorpião;Priscila Camila;(16) 3761-7167;(16) 99450-9376;1,83;77;A+
Lara Giovanna Nina Rezende;23;932.189.478-04;18/01/1998;Feminino;Capricórnio;Rafaela Laura Rosa;(16) 3645-1372;(16) 99431-5098;1,8;62;A+
Vitor Yago da Conceição;77;495.666.798-15;25/06/1944;Masculino;Câncer;Sophia Emily;(19) 2817-6633;(19) 99946-6488;1,81;55;A-
Ricardo Raul de Paula;33;530.762.358-50;05/10/1988;Masculino;Libra;Bianca Manuela;(19) 3605-7681;(19) 98920-3428;1,76;64;AB+
Benjamin Ruan Otávio Pires;51;355.791.338-47;02/07/1970;Masculino;Câncer;Benedita Silvana Clarice;(11) 3836-8492;(11) 98526-0190;1,66;103;B-
Kauê Pedro Henrique Pires;56;986.074.538-23;24/09/1965;Masculino;Libra;Adriana Joana;(11) 3516-3299;(11) 98140-6120;1,86;93;A-
Ryan Elias Kevin Freitas;77;597.328.908-78;04/08/1944;Masculino;Leão;Natália Melissa;(11) 3636-0147;(11) 99925-8375;1,63;98;A+
Ian Augusto da Mata;58;319.526.248-78;18/05/1963;Masculino;Touro;Elza Tereza Laura;(11) 2827-3165;(11) 98519-1403;1,65;65;B+
Nina Marlene Teresinha dos Santos;51;774.286.598-09;13/11/1970;Feminino;Escorpião;Isabelly Luzia Isis;(11) 2592-2026;(11) 99621-5808;1,66;62;A-
Antonio Lucas Lima;44;185.960.718-73;02/01/1977;Masculino;Capricórnio;Manuela Carla Raimunda;(11) 2867-4614;(11) 98977-0373;1,85;89;AB-
Nicolas Enrico Teixeira;56;696.169.838-73;14/02/1965;Masculino;Aquário;Teresinha Stella Sônia;(11) 3591-1765;(11) 98755-5866;1,97;57;B+
Oliver Manuel Araújo;73;869.856.648-06;27/01/1948;Masculino;Aquário;Sophie Luana Tânia;(16) 2828-4813;(16) 99814-0667;1,81;96;B+
Mateus Jorge Castro;43;361.574.668-63;24/09/1978;Masculino;Libra;Andrea Francisca;(14) 2617-2092;(14) 98294-6488;1,97;64;A-
Sophia Andrea Cristiane Silva;37;253.859.398-03;17/01/1984;Feminino;Capricórnio;Marina Cláudia;(19) 2891-2665;(19) 99932-9497;1,71;70;A-
Paulo Ricardo Aragão;25;425.334.758-40;16/08/1996;Masculino;Leão;Sebastiana Olivia;(14) 3743-1755;(14) 99969-9403;1,69;93;A+
Samuel Miguel Gonçalves;22;126.183.288-41;08/02/1999;Masculino;Aquário;Marli Natália Nair;(11) 2678-7555;(11) 99865-2859;1,76;90;AB-
Isabelle Lorena Antonella da Rocha;45;445.692.888-39;02/07/1976;Feminino;Câncer;Rayssa Malu;(19) 3973-7083;(19) 99166-3651;1,62;46;O-
João Caio Calebe Duarte;23;687.711.728-07;25/12/1998;Masculino;Capricórnio;Antonella Eliane Liz;(12) 3569-6318;(12) 99643-8065;2;69;A+
Osvaldo Fernando Lucas Oliveira;69;228.150.668-15;16/04/1952;Masculino;Áries;Letícia Tânia Maya;(16) 3507-6624;(16) 99339-9745;1,9;84;A+
Theo Levi Moreira;33;078.740.578-72;27/11/1988;Masculino;Sagitário;Rita Eduarda;(11) 2869-0533;(11) 98329-0802;1,6;81;O+
Severino Daniel Renato Novaes;25;138.754.918-90;19/08/1996;Masculino;Leão;Antonella Eliane Vanessa;(11) 3576-7269;(11) 98857-5482;1,9;110;AB-
Josefa Simone Silveira;47;110.789.748-37;19/10/1974;Feminino;Libra;Tatiane Eloá Vitória;(11) 3733-0979;(11) 99496-8532;1,83;73;O+
César Bruno Igor da Rocha;44;872.667.548-01;14/03/1977;Masculino;Peixes;Aline Vitória Aparecida;(12) 2918-5512;(12) 99594-9595;1,89;50;AB-
Rayssa Débora Aurora Caldeira;58;441.673.058-60;08/06/1963;Feminino;Gêmeos;Carla Larissa Ayla;(11) 2875-1548;(11) 99663-8508;1,68;51;A-
Erick Theo Porto;51;465.702.268-78;22/07/1970;Masculino;Leão;Patrícia Francisca Ester;(11) 3930-8143;(11) 98445-5360;1,95;84;B+
